"StockCode","TotalQuantity","TotalRevenue","OrderCount"
"21285","974","1232.42","73"
"23071","317","1230.1","17"
"20825","360","1229.04","6"
"21926","994","1227.3","136"
"22915","3228","1223.16","141"
"21549","539","1222.85","44"
"22916","1899","1222.35","193"
"21383","1895","1219.75","190"
"72232","6402","1216.38","118"
"22097","2056","1214.22","211"
"72817","1252","1211.84","122"
"23366","1923","1211.55","141"
"84823","120","1210","29"
"23138","875","1209.15","75"
"22999","2875","1206.06","185"
"22290","675","1206","68"
"21248","1015","1202.95","132"
"20704","345","1200.95","64"
"23444","79","1200","79"
"23061","964","1199.96","88"
"22252","975","1199.31","112"
"20986","1014","1198.76","130"
"84816","31","1198.45","18"
"22761","50","1196.5","31"
"40003","1130","1196.5","48"
"21738","412","1196.2","103"
"21438","365","1195.95","33"
"22269","1401","1195.89","149"
"35649","1776","1195.82","21"
"84830","113","1195.15","7"
"20762","422","1194.21","111"
"21317","331","1192.15","64"
"22389","636","1190.76","80"
"22924","1452","1187.4","81"
"20731","4101","1180.25","46"
"21774","1277","1179.01","108"
"23598","421","1177.95","42"
"22918","1860","1177","194"
"22048","2840","1176.8","102"
"23392","592","1175.68","78"
"22106","427","1171.85","36"
"85055","327","1171.85","79"
"15034","9928","1171.52","172"
"20840","813","1170.83","60"
"22481","1143","1169.77","166"
"21530","921","1169.67","130"
"22684","936","1169.4","115"
"21063","1399","1167.31","198"
"21904","742","1166.7","130"
"17021","4430","1161.24","75"
"84658","212","1158.08","56"
"21393","5245","1158.03","38"
"21763","43","1157.9","17"
"20802","907","1157.79","76"
"70007","1115","1157.79","104"
"20729","4626","1154.9","67"
"23523","357","1151.43","38"
"23067","277","1149.55","71"
"22232","1019","1147.03","114"
"22040","2815","1144.3","94"
"20765","415","1142.29","120"
"21656","827","1141.55","83"
"21803","2717","1141.14","101"
"20733","1564","1139","101"
"23405","237","1137.95","57"
"23142","116","1137.65","36"
"21773","1278","1136.46","106"
"23559","566","1135.52","75"
"22265","1789","1134.85","134"
"22228","1479","1131.11","175"
"23539","237","1129.71","35"
"21817","1756","1129.66","121"
"23507","2841","1129.02","101"
"85118","2105","1127.89","62"
"22615","3790","1126.72","136"
"85110","11512","1124.68","19"
"79163","1823","1121.97","56"
"21009","897","1121.25","79"
"21649","413","1120.75","23"
"22808","401","1119.55","61"
"21849","480","1119.34","59"
"21130","707","1119.15","39"
"23431","1432","1117.28","67"
"35962","532","1117.2","60"
"22919","1737","1117.05","197"
"23506","2718","1116.36","127"
"21739","381","1114.74","100"
"84674","451","1114.45","92"
"22532","2892","1105.2","156"
"21312","294","1104.5","20"
"22921","1716","1103.4","173"
"22253","942","1102.64","69"
"22815","2662","1100.76","165"
"22422","2099","1100.45","149"
"23072","326","1099","22"
"21779","301","1097.8","22"
"22249","1309","1096.01","142"
"23225","1297","1090.43","69"
"22709","2775","1089.5","76"
"21219","868","1087.94","102"
"22715","2658","1086.12","168"
"22806","422","1085.3","44"
"21806","2600","1083.36","104"
"21802","2579","1083.18","99"
"22233","885","1082.89","127"
"16225","1423","1082.39","112"
"22268","2353","1082.35","151"
"17096","6159","1082.07","35"
"21396","909","1081.53","58"
"20734","1379","1079.85","68"
"23041","260","1079","48"
"20771","573","1077.46","112"
"23269","755","1075.55","76"
"23515","558","1075.38","59"
"21839","201","1074.45","81"
"23513","556","1072.96","62"
"84678","598","1072.5","64"
"84396","516","1071.6","28"
"84360","211","1070.85","35"
"22214","462","1069.3","52"
"23418","534","1068.96","60"
"23375","1327","1068.14","88"
"21413","3138","1067.1","34"
"22817","2602","1066.92","169"
"85144","291","1065.25","70"
"22403","1620","1063.72","161"
"22819","2592","1062.72","168"
"22062","719","1061.49","93"
"22997","2527","1059.9","181"
"85224","1991","1059.54","47"
"21883","2102","1056.96","165"
"21277","49","1056.6","40"
"22718","2544","1055.52","170"
"23369","901","1053.29","95"
"22340","1370","1052.28","95"
"21490","600","1051.5","37"
"84609","129","1051.5","27"
"21633","128","1051.2","34"
"72819","674","1050.8","64"
"23511","526","1050.58","85"
"84847","2317","1050.51","37"
"16235","5176","1050.06","160"
"21090","2297","1049.47","159"
"16046","9954","1047.78","45"
"23432","1274","1046.86","70"
"21410","261","1045.25","101"
"22101","1102","1044.12","49"
"20755","5099","1043.75","86"
"22102","1747","1039.35","41"
"22256","855","1036.83","83"
"22049","3575","1035.75","112"
"21065","520","1035.4","57"
"84815","909","1035.25","36"
"21825","726","1033.5","67"
"21880","2017","1032.29","146"
"23402","281","1031.67","55"
"21195","628","1031.28","55"
"21690","275","1030.45","75"
"23516","292","1028.76","40"
"20777","3532","1027.8","94"
"84688","388","1025","47"
"23545","2475","1023.5","83"
"22446","337","1022.59","84"
"85212","2803","1022.07","96"
"18007","11361","1021.86","51"
"23026","504","1019.05","53"
"21209","1355","1018.17","84"
"21827","818","1017.94","119"
"16047","10589","1017.29","23"
"22857","1240","1016.56","62"
"23411","217","1016.55","46"
"23544","164","1015.78","20"
"21666","1684","1015.4","68"
"21010","812","1015","66"
"23508","2476","1014.72","106"
"22511","397","1014.35","101"
"21040","856","1014","46"
"23327","1710","1012.02","34"
"21316","670","1011.14","34"
"23460","108","1007.08","43"
"23102","1245","1006.95","139"
"20832","1604","1006.86","103"
"22258","1116","1004.52","71"
"23433","1215","1003.17","82"
"23376","2642","1000.14","113"
"23347","827","999.75","70"
"23087","830","997.18","49"
"21145","839","994.03","39"
"23365","1531","992.75","128"
"23452","510","990.9","81"
"22856","878","988.06","27"
"21752","69","987.55","30"
"85008","263","981.6","89"
"22260","1197","981.57","108"
"21202","817","980.85","56"
"20866","967","977.29","87"
"37424","5155","977.11","47"
"23281","1270","976.22","91"
"72815","260","975","59"
"35648","881","974.07","68"
"20705","269","972.55","49"
"22860","589","971.85","88"
"20784","26","970.7","8"
"22953","795","970.02","99"
"21636","1021","969.15","88"
"22529","2424","969.12","138"
"21759","27","968.08","11"
"84687","293","967.35","52"
"85126","149","967.35","32"
"21815","667","964.75","64"
"22717","2358","964.44","152"
"85197","1671","963.66","73"
"22266","2480","960.9","123"
"23121","2465","960.42","87"
"78124","725","960.25","26"
"72484","1805","958.21","54"
"23518","358","957.82","41"
"22701","553","957.73","86"
"21250","396","956.4","53"
"22116","745","954.19","127"
"21814","659","953.15","71"
"22280","586","952.63","87"
"23033","685","952.45","59"
"21061","1340","950.72","124"
"84664","192","950.4","50"
"23088","760","947.18","57"
"35958","1114","946.9","69"
"72814","262","944.1","49"
"20780","191","940.85","58"
"22105","613","937.25","26"
"23533","210","936.34","31"
"22995","2236","936.24","183"
"20932","306","935.8","56"
"21630","107","935.65","47"
"20758","5394","934.5","74"
"23331","1492","932.28","81"
"84929","2952","928.32","90"
"21425","450","928.14","58"
"84826","1802","926.88","50"
"21562","664","926.71","63"
"23153","248","923.63","78"
"23512","485","923.54","49"
"72586","2198","923.16","108"
"22069","642","922.68","89"
"20622","527","922.58","82"
"23566","786","922.02","46"
"84817","1051","920.64","77"
"23107","340","919.8","61"
"20773","3321","919.65","95"
"84358","114","919.58","22"
"21702","2636","918.68","8"
"21269","108","918","58"
"21691","245","917.31","66"
"20707","1281","916.62","63"
"20671","742","913.82","106"
"85104","335","912.53","51"
"85189","1121","912.29","58"
"22322","1072","911.2","92"
"21131","253","910.25","28"
"84974","92","909.4","57"
"23514","458","909.14","62"
"20798","463","907.5","41"
"22643","415","906.73","76"
"22512","379","903.23","63"
"22707","2150","903","81"
"21725","1062","902.7","109"
"23510","2298","902.16","95"
"37475","95","901.45","51"
"20778","3600","900","80"
"21726","1073","899.05","127"
"85111","2896","898.4","63"
"23419","438","897.12","61"
"22096","1657","894.01","163"
"84666","226","892.7","33"
"23540","146","890.54","10"
"20934","169","888.05","47"
"22598","1571","887.13","93"
"35957","3499","884.46","62"
"22264","1824","883.56","88"
"22994","2107","883.5","160"
"21721","1043","883.43","89"
"21945","1542","880.04","73"
"20757","5329","880.03","55"
"22814","2174","878.52","135"
"22647","1050","878.1","68"
"22821","1348","876.56","103"
"21805","2124","874.8","82"
"22255","1029","874.65","87"
"21060","1220","874.4","123"
"37330","504","872.64","22"
"84791","299","872.45","75"
"23002","2078","871.32","140"
"35923","1454","867.96","66"
"20759","5739","867.75","44"
"20878","716","867.64","67"
"17033","3279","867.55","68"
"84637","487","867.25","33"
"21720","1037","866.89","87"
"21189","543","866.75","61"
"20617","452","863.88","74"
"21801","2056","863.52","80"
"21650","2847","863.39","101"
"21664","237","862.83","54"
"23517","312","860.88","51"
"23099","132","858.9","54"
"20774","3428","856.2","76"
"21635","400","855","39"
"21062","1034","854.78","120"
"23532","205","853.47","26"
"21836","227","851.25","80"
"21007","1905","851.23","39"
"20801","904","850.96","69"
"20991","7058","850.9","16"
"21303","92","848.8","26"
"21338","196","848.35","11"
"23178","312","845.5","55"
"21127","285","844.55","36"
"22250","1023","840.43","109"
"22893","2054","839.64","93"
"23502","690","838.98","87"
"21299","161","838.35","29"
"22143","422","838.2","53"
"20867","881","837.97","75"
"23179","304","837.88","40"
"21780","125","835.55","17"
"21261","245","834.75","43"
"21014","1773","832.01","107"
"20786","22","830.9","9"
"22164","309","829.95","42"
"84820","319","829.73","49"
"72598","1059","829.59","89"
"23479","110","827.5","40"
"21629","105","824.75","49"
"20756","5685","821.85","44"
"23338","405","820.32","91"
"84907","365","820.05","14"
"23186","1982","819.46","70"
"16011","3906","819.06","112"
"47589","150","817.5","70"
"21580","370","814.5","89"
"17039","3641","813.09","30"
"85145","92","813","30"
"21944","1539","811.95","75"
"20833","52","811.8","5"
"23380","2159","811.77","94"
"21724","955","811.75","126"
"21552","163","811.6","32"
"20669","648","807.72","132"
"21676","1120","802.66","98"
"22510","317","800.11","82"
"21555","322","799.5","51"
"84632","14","799.3","10"
"22247","977","797.17","102"
"22936","267","796.13","33"
"23022","416","795.68","21"
"84685","361","793.75","54"
"21331","104","793.74","24"
"23472","55","792.85","30"
"20913","295","787.05","30"
"21264","354","786.3","57"
"21632","103","785.25","32"
"22134","1988","785.16","126"
"85196","1536","783.96","66"
"84767","193","783.7","4"
"23004","1862","783.68","123"
"21318","938","783.6","77"
"21414","1614","779.4","20"
"22547","1922","776.79","109"
"22216","1069","775.57","57"
"23220","930","775.26","77"
"22825","99","775.05","34"
"21551","165","772.95","19"
"23409","208","771.72","41"
"35646","537","770.88","51"
"23324","381","770.4","39"
"37327","1542","770.12","52"
"22820","1184","769.78","76"
"23106","283","769.27","50"
"21851","389","766.37","46"
"16259","5473","766.09","55"
"21444","273","763.75","20"
"23413","160","763.2","43"
"23458","51","762.45","30"
"22058","511","761.39","92"
"23550","1850","761","63"
"71279","261","760.35","52"
"20775","3515","759.75","53"
"22420","1819","759.29","149"
"22408","640","758.85","76"
"23423","202","757.5","51"
"21298","52","755.8","14"
"23519","219","755.01","19"
"21335","36","754.2","22"
"23487","78","754","42"
"85127","152","752.4","37"
"23017","64","751.4","21"
"84922","335","748.75","10"
"90147","75","746.25","38"
"20989","397","744.15","48"
"22289","727","743.75","49"
"21185","120","741.36","36"
"21641","1541","741.13","48"
"21503","1801","740.42","64"
"21300","52","737.4","11"
"21554","164","735.8","19"
"84821","1318","732.7","67"
"21456","718","732.5","51"
"21458","718","732.5","57"
"22230","1368","732.16","123"
"21129","108","730.15","42"
"85187","453","728.25","88"
"20936","317","727.93","55"
"21719","858","727.74","92"
"21376","176","727.6","38"
"21320","358","726.66","36"
"20892","88","725.2","23"
"23335","359","724.64","81"
"22486","87","724.39","25"
"84631","254","723.3","24"
"85214","438","722.7","135"
"35965","378","722.22","82"
"85208","362","720.84","59"
"20941","928","719.62","69"
"20769","407","718.67","61"
"72131","761","717.63","55"
"84600","94","717.3","39"
"37423","6091","716.23","25"
"21374","458","715","61"
"21133","423","714.87","41"
"84638","356","714.2","31"
"20850","820","713.8","23"
"21427","450","713.4","73"
"23006","1699","712.14","130"
"16015","1573","711.88","65"
"21723","837","711.45","93"
"21208","981","709.89","75"
"21654","1147","709.59","62"
"21344","164","707.8","24"
"21417","426","707.08","58"
"23123","900","706.08","68"
"21850","327","705.45","43"
"10134","614","704.8","48"
"23564","587","703.51","42"
"23325","444","701.4","30"
"20652","1222","700.76","89"
"20776","3188","700.2","53"
"37461","711","699.15","66"
"23115","147","698.85","38"
"21674","44","697.8","9"
"23187","2338","695.06","74"
"35954","2174","694.35","66"
"22104","1026","694.26","41"
"85093","1045","693.99","59"
"20803","1103","693.15","61"
"20894","241","691.75","60"
"21942","1322","691.2","64"
"23183","178","690.71","58"
"23222","776","690.64","64"
"21443","252","685","20"
"21220","537","684.56","82"
"84715","232","684.4","39"
"23562","245","684.05","37"
"23114","144","684","41"
"21480","246","682.5","38"
"21222","536","679.68","84"
"23454","166","679.3","46"
"22036","1642","678.84","110"
"84842","1496","678.8","26"
"21255","422","677.1","55"
"21478","182","673.86","76"
"85213","1282","673.06","49"
"84620","113","672.35","46"
"23223","747","671.77","67"
"84689","305","671.65","34"
"35951","1339","671.51","40"
"21265","315","670.25","28"
"23025","317","669.61","46"
"20661","789","668.07","42"
"84615","235","667.83","18"
"23597","248","667.6","28"
"22638","367","665.62","59"
"21457","664","665","48"
"23568","580","664.52","28"
"20783","131","663.75","34"
"23024","254","662.06","10"
"23547","1575","661.5","62"
"21764","17","659.15","11"
"23140","160","658.54","35"
"23042","99","658.35","25"
"23120","1648","657.6","79"
"84976","652","656.9","42"
"84686","344","654.54","37"
"21308","129","653.85","3"
"20862","316","652.53","28"
"35647","525","652.5","43"
"23522","341","652.17","21"
"22034","1572","651.6","83"
"23482","415","651.15","36"
"21350","226","650.7","41"
"22248","775","650.43","85"
"21084","2486","650.4","136"
"22033","1564","649.68","107"
"20998","221","649.15","58"
"23521","388","648.62","22"
"21758","101","647.45","45"
"23408","310","644.8","59"
"22229","860","644.52","114"
"84766","201","643.95","27"
"21319","474","640.26","48"
"22640","302","640.02","69"
"21415","332","638.89","56"
"22344","1359","636.81","84"
"23456","158","634.1","36"
"20897","304","631.6","37"
"84869","295","631.25","21"
"23551","1617","630.63","95"
"84033","382","630.3","44"
"23019","81","629.05","28"
"23453","323","627.45","46"
"22056","600","625.8","25"
"85218","1992","625.2","2"
"21197","425","623.01","31"
"21253","233","622.19","51"
"20782","113","622.13","51"
"21386","1145","621.65","82"
"84761","248","621.6","46"
"23224","719","620.45","59"
"20898","307","620.05","37"
"16012","2949","618.09","82"
"21366","156","615","26"
"23216","518","613.51","40"
"22042","1709","612.9","96"
"35651","337","612.75","37"
"23282","753","612.72","102"
"22641","269","611.87","53"
"20763","246","610.61","59"
"23492","74","610.5","26"
"23070","147","610.05","33"
"22345","1314","609.18","82"
"23435","679","608.65","44"
"20831","400","607.44","51"
"23471","65","605.95","26"
"85044","131","605.75","26"
"20854","377","604.25","83"
"22981","436","603.4","72"
"21750","293","603.3","51"
"21378","523","603.15","57"
"21221","473","602.14","61"
"21775","512","600.16","79"
"84578","161","599.43","78"
"21247","401","597.49","61"
"23027","287","596.96","27"
"23124","503","595.15","24"
"20615","462","593.44","78"
"22043","2136","593.16","92"
"21816","409","593.05","41"
"21440","474","592.5","88"
"72772","454","592.5","8"
"20735","829","592.25","63"
"20839","513","591.79","60"
"21263","290","589.5","44"
"23520","166","589.38","30"
"23018","50","587.2","20"
"22100","954","587.06","81"
"20714","1513","586.25","12"
"85078","2068","585.8","84"
"21076","760","585.52","73"
"22092","934","585.08","133"
"84684","574","583.1","21"
"21134","353","582.45","42"
"84934","684","581.4","12"
"22538","1410","581.16","62"
"21307","730","580.7","54"
"21416","748","580.2","17"
"21365","450","579.3","60"
"22447","181","579.05","48"
"21147","340","578.04","46"
"47421","1471","576.06","72"
"37351","5395","571.71","7"
"37474","59","569.53","39"
"21223","486","569.5","35"
"20619","374","568.43","68"
"20863","286","567.39","42"
"23455","206","566.54","34"
"85113","279","566.22","43"
"20849","670","566.1","20"
"21442","887","565.07","80"
"85146","115","564.25","27"
"85119","412","564.12","38"
"85088","273","563.77","44"
"84920","152","563.6","54"
"21322","299","562.45","13"
"22044","1969","562.02","85"
"84773","190","560.5","46"
"37333","123","560.25","34"
"23428","70","559.5","26"
"85084","607","556.27","62"
"23069","89","556.25","31"
"22391","309","555.51","50"
"84051","712","554.8","52"
"35653","188","554.6","56"
"20856","335","552.75","88"
"22703","312","552.12","74"
"21441","867","550.41","83"
"23381","1487","549.69","64"
"20819","209","547.46","50"
"85030","213","547.35","29"
"23549","1300","546","51"
"21339","30","544.5","12"
"16049","3144","542.88","25"
"20935","295","541.45","39"
"21016","806","540.62","65"
"21304","84","540.6","16"
"21293","256","539.63","42"
"22108","197","537.89","49"
"20657","1694","536.64","71"
"85096","143","536.25","50"
"37345","318","536.1","6"
"21419","1252","535.8","13"
"20823","256","534.96","17"
"85092","374","534.7","14"
"84916","233","532.35","30"
"23473","666","531.66","43"
"84827","1091","531.39","28"
"21173","323","530.55","60"
"21879","1376","528.88","93"
"84682","283","528.85","38"
"21373","629","528.15","57"
"21454","621","527.85","85"
"84584","207","527.85","50"
"20699","210","524.7","45"
"20730","1659","524.25","41"
"23499","1247","523.74","93"
"22054","323","523.35","51"
"21893","164","523","13"
"21270","41","522.75","27"
"23272","352","522.74","35"
"22346","1145","521.33","61"
"23451","269","520.95","44"
"84799","668","516.28","29"
"47469","1099","515.63","27"
"20830","302","514.2","46"
"20910","84","514.2","28"
"84824","33","513.55","27"
"23016","69","512.85","19"
"21015","1433","511.97","90"
"21117","334","509.58","26"
"23060","244","507.52","39"
"72122","533","506.35","93"
"21377","451","506.31","43"
"21194","504","504.94","60"
"23219","404","504.6","49"
"37352","4643","504.55","8"
"22394","339","504.45","47"
"23139","407","503.83","22"
"16236","2425","503.65","143"
"23457","105","503.55","29"
"21026","403","502.37","55"
"84657","246","502.2","19"
"79337","1197","501.85","19"
"85117","321","500.05","40"
"20888","359","499.81","11"
"23398","591","499.23","57"
"16048","3414","498.78","69"
"72728","614","498.5","50"
"85161","27","497.65","20"
"85215","774","497.34","46"
"22407","428","497.33","65"
"21311","714","496.25","75"
"72267","255","496.14","40"
"21740","167","492.65","48"
"85020","234","491.4","44"
"22263","728","489.44","43"
"35964","1008","488.7","56"
"22135","1197","487.5","103"
"85091","337","487.35","14"
"84592","165","486.75","38"
"21160","764","486.68","49"
"35972","389","486.25","51"
"72132","561","485.55","27"
"20865","247","485.49","30"
"23484","174","483.66","25"
"84218","256","483.6","89"
"23660","293","483.45","31"
"20864","247","483.33","26"
"16238","2291","481.81","135"
"22861","292","481.8","38"
"84683","535","481.55","27"
"23691","1175","481.5","38"
"23045","116","481.4","23"
"84865","69","481.05","37"
"22038","1150","481","45"
"20794","190","480.9","30"
"23021","118","480.1","25"
"21128","98","478.61","28"
"84917","183","477.85","17"
"21665","766","475.1","40"
"22541","1193","471.98","40"
"23180","104","471.9","36"
"21379","554","471.52","52"
"23377","1203","469.17","80"
"23043","75","468.75","19"
"16239","338","468.4","13"
"84675","187","467.65","44"
"21002","110","467.5","26"
"72127","388","467.14","59"
"23136","127","467.05","44"
"21459","250","465.9","37"
"23218","372","465.81","33"
"90203","62","465","24"
"20845","73","463.55","21"
"85109","4203","462.15","18"
"82605","220","462","87"
"20696","123","461.25","34"
"21881","1196","459.2","65"
"21884","1234","458.66","68"
"23561","167","458.63","13"
"21536","217","455.7","55"
"85203","1091","455.34","111"
"72789","121","453.75","44"
"84653","10","453.5","8"
"23074","225","452.34","35"
"84948","274","452.1","33"
"23548","1075","451.5","43"
"20804","291","451.35","24"
"23560","164","449.96","20"
"21847","252","448.2","22"
"23537","98","446.7","21"
"21004","105","446.25","48"
"21256","282","446.1","35"
"23125","405","443.25","16"
"20689","401","441.95","27"
"21403","2151","440.58","108"
"20868","789","437.66","46"
"20787","11","435.45","8"
"23425","237","435.43","35"
"21167","2108","435.18","50"
"23565","348","435","31"
"23509","1043","434.46","54"
"47422","1116","432.72","61"
"23023","272","431.24","23"
"90154","58","430.7","6"
"85142","54","429.3","27"
"20653","1927","428.89","31"
"23379","1175","428.01","50"
"16045","9300","428","72"
"23044","103","427.45","24"
"21455","502","426.7","63"
"22124","180","425.92","39"
"84918","113","425.35","17"
"20857","257","424.05","72"
"20715","400","424","1"
"16008","3143","423.46","85"
"21518","1028","421.68","70"
"23058","486","421.02","44"
"23117","85","420.75","39"
"37476","44","420.28","27"
"20621","200","420","29"
"20700","288","420","12"
"84770","135","419.25","16"
"20943","335","418.75","48"
"23336","200","418.05","63"
"20851","334","417.7","27"
"72780","513","417.33","43"
"20654","341","417.13","84"
"90143","56","415","18"
"22031","975","414.21","80"
"23459","33","412.5","19"
"20694","113","412.23","25"
"71270","328","411.21","54"
"72128","702","411.06","78"
"21001","69","410.55","31"
"23422","196","407.68","31"
"35240","48","407.52","38"
"21882","932","405.88","70"
"23415","326","405.6","45"
"21336","1789","404.59","24"
"20618","195","404.58","74"
"21663","69","404.55","25"
"20781","84","404.52","41"
"20793","273","402.75","15"
"20997","81","400.95","28"
"21553","76","399.55","27"
"23466","49","398.25","21"
"20701","282","397.5","13"
"90149","60","395.28","7"
"84726","233","394.85","5"
"20662","697","394.27","25"
"84007","154","392.7","37"
"84905","151","392.25","20"
"20889","656","392","12"
"20753","187","391.1","38"
"47562","104","390","41"
"84016","978","389.76","46"
"21371","368","389.4","41"
"16044","6192","388.8","2"
"20838","391","387.29","39"
"20659","292","387.06","89"
"71403","130","383.5","27"
"84306","35","383.25","19"
"21520","926","383.16","68"
"85090","82","381.3","35"
"35969","452","380.04","40"
"85211","280","379.62","51"
"22032","903","378.42","74"
"21418","162","377.9","35"
"84901","101","376.59","56"
"85007","139","376.35","19"
"21375","96","376.2","28"
"21252","161","375.65","16"
"16218","4525","375.6","70"
"84422","749","374.31","25"
"84680","94","372.3","17"
"16219","3206","371.01","66"
"23039","192","370.8","22"
"21736","190","368.22","22"
"21678","524","366.44","46"
"85204","2156","365.64","78"
"35922","76","362.2","21"
"22259","480","360.96","33"
"21017","551","360.83","39"
"47579","171","359.1","43"
"23429","44","358.6","20"
"16216","4135","358.18","78"
"21729","114","354.5","23"
"22039","850","353","30"
"78033","73","352.75","14"
"72487","826","351.62","13"
"23337","169","351.52","60"
"20903","105","349.95","19"
"84497","93","348.75","32"
"84915","210","347.4","18"
"23576","185","346.35","29"
"23150","139","346.11","40"
"21027","280","344.3","46"
"17181","295","344.25","28"
"79336","832","342.83","16"
"21757","69","341.55","31"
"20666","871","340.65","22"
"82076","271","338.75","6"
"84081","94","337.58","15"
"20976","519","337.35","64"
"23661","204","336.6","23"
"20695","83","336.25","26"
"82081","159","336.25","12"
"84292","42","333.9","12"
"23047","58","333.5","25"
"23420","160","332.8","28"
"21038","160","331.6","49"
"90148","26","331.5","16"
"37464","276","331.32","46"
"84881","52","330.2","22"
"72811","441","328.77","20"
"23116","72","327.6","17"
"20655","269","327.27","91"
"72130","802","326.9","50"
"20902","71","326.05","15"
"21309","49","325.6","5"
"85087","113","325.11","21"
"85112","430","321.5","23"
"21132","77","321.25","29"
"23421","154","320.32","26"
"85070","3","320","3"
"35967","810","319.2","59"
"47597","124","316.2","41"
"23037","193","315.29","18"
"85202","753","314.82","90"
"22395","214","313.86","33"
"82095","41","313.65","22"
"20940","113","312.55","18"
"23339","150","312","58"
"21946","579","307.81","30"
"21306","672","307.39","57"
"44235","824","307.2","22"
"23478","278","307.18","10"
"20688","462","306.9","9"
"23575","164","305.4","22"
"23015","37","305.25","15"
"21943","387","304.83","41"
"84838","49","304","3"
"84627","51","303.45","19"
"21420","116","302.12","25"
"85147","61","301.95","16"
"84522","179","300.45","20"
"23440","164","299.36","5"
"17001","1211","299.35","23"
"21028","237","297.64","40"
"90145","50","297.5","23"
"23695","727","296.7","44"
"20670","664","296.48","22"
"21697","372","295.08","7"
"84192","245","294.85","38"
"21401","1394","293.58","91"
"21025","233","293.5","36"
"20826","355","290.72","14"
"23410","36","290.1","18"
"90192","58","287.1","19"
"21030","230","286.12","39"
"23430","35","285.25","17"
"37413","701","283.71","79"
"84906","59","283.05","18"
"20950","652","282.97","65"
"21402","1589","280.98","102"
"23579","151","280.05","24"
"20663","1037","277.19","15"
"84977","221","276.25","41"
"46118","324","275.4","35"
"35920","1065","275.25","20"
"35968","725","273.16","56"
"21698","453","270.89","48"
"84482","72","270","28"
"72793","55","268.75","10"
"20847","71","266.25","20"
"23481","217","266.21","27"
"85195","145","265.14","16"
"85089","92","264.2","18"
"84576","84","264","21"
"21196","159","262.35","17"
"84623","53","261.35","12"
"22869","133","259.35","27"
"16254","912","258.36","19"
"20800","996","258.2","2"
"22954","205","256.25","37"
"77081","219","255.51","18"
"23137","80","253.24","20"
"90032","45","253.17","21"
"90085","297","252.45","17"
"21341","56","250.8","15"
"21722","295","250.75","40"
"20836","224","250","22"
"16052","810","249.35","21"
"45016","73","248.75","8"
"23476","198","247.5","18"
"21388","291","247.35","27"
"35914","176","247.1","28"
"23474","297","246.51","27"
"22870","126","245.7","19"
"21321","108","245.25","13"
"47481","317","244.97","35"
"35979","83","244.85","19"
"22257","323","244.39","25"
"23149","97","241.53","19"
"90191","32","241.4","14"
"20616","190","240.38","44"
"23495","192","240","24"
"20855","145","239.25","47"
"16212","366","237.9","30"
"84629","24","237.8","13"
"75178","477","237.69","16"
"37483","144","235.44","10"
"79328","586","235.38","11"
"23567","187","233.75","18"
"20906","79","233.05","28"
"17038","2624","232.4","30"
"23475","280","232.4","26"
"79338","547","231.99","10"
"23447","158","231.9","4"
"23465","28","231","15"
"20736","287","230.95","18"
"23446","157","230.25","3"
"47471","387","230.13","41"
"22877","118","230.1","20"
"37508","90","229.5","44"
"84461","90","229.5","34"
"20795","116","228.84","17"
"23036","183","228.75","15"
"90146","35","228.75","13"
"84219","99","228.45","26"
"44234","1187","228.39","39"
"20987","117","228.15","12"
"72781","120","227.4","14"
"20869","460","226.74","31"
"21032","180","226.73","32"
"23003","541","225.78","52"
"22872","115","224.25","18"
"90157","45","222.75","16"
"22874","114","222.3","17"
"21144","505","220.79","42"
"90070","37","220.15","11"
"84499","294","219.66","20"
"90090","258","219.3","17"
"22868","112","218.4","14"
"90208","92","218.4","12"
"22889","171","217.38","10"
"35645","51","216.75","24"
"84725","134","216.5","28"
"23580","111","216.45","21"
"84807","233","215.93","7"
"20901","34","215.9","16"
"84457","254","215.9","40"
"20799","167","215.5","13"
"84902","58","215.34","33"
"20980","172","215","39"
"23141","68","215","18"
"84621","27","214.65","13"
"84690","27","214.65","13"
"22875","110","214.5","18"
"90114","84","214.2","19"
"84882","57","213.75","27"
"84371","28","213.7","4"
"85094","611","212.87","42"
"22876","109","212.55","13"
"21639","249","211.65","13"
"20818","79","211.25","22"
"22871","108","210.6","12"
"21268","385","210.42","38"
"21734","56","210","14"
"21493","247","209.95","22"
"20827","173","209.36","8"
"22873","107","208.65","18"
"21367","198","207.96","45"
"37485","49","207.69","15"
"84744","166","207.5","29"
"20814","187","206.39","12"
"22878","98","205.8","16"
"21095","242","205.7","27"
"35991","388","202.33","47"
"48103","35","201.73","10"
"84723","54","201.3","12"
"21950","185","197.05","2"
"21369","128","195","17"
"21018","229","194.65","37"
"21372","141","193.23","36"
"21582","117","193.05","16"
"35921","154","192.5","26"
"84893","34","192.3","15"
"90087","276","191.76","21"
"21400","1027","189.54","63"
"20837","165","188.07","18"
"21370","50","188.05","16"
"21460","96","187.2","20"
"21543","267","186.95","13"
"16053","4298","182.58","8"
"85128","165","182.09","2"
"84464","83","181.65","11"
"84962","3","179.85","2"
"23697","438","179.64","26"
"16043","2142","179.04","12"
"37506","30","178.5","22"
"90029","21","178.5","10"
"72812","78","175.98","16"
"21368","195","175.05","39"
"35793","101","174.05","8"
"75011","181","172.51","15"
"90119","68","168.72","18"
"79403","197","167.45","23"
"22330","115","166.75","15"
