"CustomerID","R_Score","F_Score","M_Score","Total_Score","User_Segment"
"15399","5","2","3","10","一般用户"
"15400","3","3","3","9","一般用户"
"15401","1","2","2","5","流失风险用户"
"15402","2","3","3","8","挽留用户"
"15403","1","2","2","5","流失风险用户"
"15404","1","1","2","4","流失风险用户"
"15405","1","2","3","6","挽留用户"
"15406","4","2","3","9","一般用户"
"15407","4","2","3","9","一般用户"
"15408","1","1","2","4","流失风险用户"
"15409","1","1","1","3","流失风险用户"
"15410","3","4","4","11","一般用户"
"15411","5","2","3","10","一般用户"
"15412","2","1","2","5","流失风险用户"
"15413","1","3","4","8","挽留用户"
"15414","5","2","3","10","一般用户"
"15415","1","1","3","5","挽留用户"
"15416","3","3","4","10","一般用户"
"15417","3","1","2","6","一般用户"
"15418","1","2","2","5","流失风险用户"
"15419","5","1","2","8","一般用户"
"15420","1","3","3","7","挽留用户"
"15421","4","4","4","12","高价值用户"
"15422","1","3","3","7","挽留用户"
"15423","4","2","2","8","一般用户"
"15424","1","2","2","5","流失风险用户"
"15425","1","2","3","6","挽留用户"
"15426","5","3","4","12","发展用户"
"15427","4","2","3","9","一般用户"
"15428","5","2","3","10","一般用户"
"15429","5","2","2","9","一般用户"
"15430","1","2","3","6","挽留用户"
"15431","1","1","2","4","流失风险用户"
"15432","5","2","2","9","一般用户"
"15433","1","2","3","6","挽留用户"
"15434","5","4","4","13","高价值用户"
"15435","5","1","2","8","一般用户"
"15436","5","2","3","10","一般用户"
"15437","1","2","2","5","流失风险用户"
"15438","2","1","2","5","流失风险用户"
"15439","1","2","3","6","挽留用户"
"15440","4","2","2","8","一般用户"
"15441","1","2","3","6","挽留用户"
"15443","5","4","4","13","高价值用户"
"15444","5","2","3","10","一般用户"
"15445","1","2","2","5","流失风险用户"
"15446","1","2","2","5","流失风险用户"
"15447","1","3","2","6","挽留用户"
"15448","1","2","3","6","挽留用户"
"15449","5","2","3","10","一般用户"
"15450","4","1","2","7","一般用户"
"15451","1","2","2","5","流失风险用户"
"15452","5","3","3","11","发展用户"
"15453","5","3","3","11","发展用户"
"15454","1","2","2","5","流失风险用户"
"15455","1","1","1","3","流失风险用户"
"15456","1","4","3","8","挽留用户"
"15457","1","1","2","4","流失风险用户"
"15458","5","2","2","9","一般用户"
"15459","1","2","2","5","流失风险用户"
"15460","1","1","2","4","流失风险用户"
"15461","1","2","2","5","流失风险用户"
"15462","3","2","3","8","一般用户"
"15463","5","1","2","8","一般用户"
"15464","1","1","3","5","挽留用户"
"15465","5","5","5","15","高价值用户"
"15466","3","2","3","8","一般用户"
"15467","5","2","3","10","一般用户"
"15468","4","2","3","9","一般用户"
"15469","4","2","3","9","一般用户"
"15470","1","1","1","3","流失风险用户"
"15471","5","2","3","10","一般用户"
"15472","3","1","2","6","一般用户"
"15473","5","3","4","12","发展用户"
"15474","1","1","2","4","流失风险用户"
"15475","3","1","2","6","一般用户"
"15476","1","2","3","6","挽留用户"
"15477","1","1","2","4","流失风险用户"
"15478","4","2","3","9","一般用户"
"15479","1","1","1","3","流失风险用户"
"15480","3","2","4","9","一般用户"
"15481","1","1","3","5","挽留用户"
"15482","5","4","5","14","高价值用户"
"15483","2","4","3","9","挽留用户"
"15484","5","3","4","12","发展用户"
"15485","4","3","4","11","发展用户"
"15486","1","1","2","4","流失风险用户"
"15487","1","1","2","4","流失风险用户"
"15488","3","2","2","7","一般用户"
"15489","5","3","4","12","发展用户"
"15490","1","1","2","4","流失风险用户"
"15491","3","3","4","10","一般用户"
"15492","5","2","3","10","一般用户"
"15493","4","3","4","11","发展用户"
"15494","5","3","4","12","发展用户"
"15495","1","1","2","4","流失风险用户"
"15496","1","1","2","4","流失风险用户"
"15497","5","3","4","12","发展用户"
"15498","5","5","5","15","高价值用户"
"15499","1","1","2","4","流失风险用户"
"15500","5","2","3","10","一般用户"
"15501","1","2","2","5","流失风险用户"
"15502","5","4","5","14","高价值用户"
"15503","1","2","2","5","流失风险用户"
"15504","3","2","2","7","一般用户"
"15505","4","3","4","11","发展用户"
"15506","5","3","3","11","发展用户"
"15507","2","1","2","5","流失风险用户"
"15508","1","3","3","7","挽留用户"
"15509","1","1","2","4","流失风险用户"
"15510","1","1","2","4","流失风险用户"
"15511","5","3","3","11","发展用户"
"15512","2","2","2","6","流失风险用户"
"15513","4","5","5","14","高价值用户"
"15514","5","4","5","14","高价值用户"
"15515","1","1","2","4","流失风险用户"
"15516","4","2","1","7","一般用户"
"15517","1","1","2","4","流失风险用户"
"15518","3","4","4","11","一般用户"
"15519","1","2","2","5","流失风险用户"
"15520","5","1","2","8","一般用户"
"15521","4","4","5","13","高价值用户"
"15522","4","2","2","8","一般用户"
"15523","3","4","5","12","一般用户"
"15524","5","2","3","10","一般用户"
"15525","5","2","3","10","一般用户"
"15526","4","2","2","8","一般用户"
"15527","5","5","4","14","高价值用户"
"15528","1","1","2","4","流失风险用户"
"15529","5","4","4","13","高价值用户"
"15530","5","3","3","11","发展用户"
"15531","5","2","3","10","一般用户"
"15532","5","4","4","13","高价值用户"
"15533","5","2","3","10","一般用户"
"15534","1","1","2","4","流失风险用户"
"15535","2","3","3","8","挽留用户"
"15536","1","1","2","4","流失风险用户"
"15537","2","1","1","4","流失风险用户"
"15538","1","3","4","8","挽留用户"
"15539","5","1","3","9","一般用户"
"15540","5","2","2","9","一般用户"
"15541","3","1","1","5","一般用户"
"15542","1","2","3","6","挽留用户"
"15543","1","2","2","5","流失风险用户"
"15544","5","5","5","15","高价值用户"
"15545","4","2","2","8","一般用户"
"15547","5","5","5","15","高价值用户"
"15548","1","1","2","4","流失风险用户"
"15549","3","3","4","10","一般用户"
"15550","5","4","3","12","发展用户"
"15551","4","3","3","10","发展用户"
"15552","1","2","2","5","流失风险用户"
"15553","3","1","2","6","一般用户"
"15554","1","1","2","4","流失风险用户"
"15555","5","5","5","15","高价值用户"
"15556","5","1","2","8","一般用户"
"15557","5","1","2","8","一般用户"
"15558","1","1","2","4","流失风险用户"
"15559","1","1","3","5","挽留用户"
"15560","1","2","2","5","流失风险用户"
"15561","5","3","3","11","发展用户"
"15562","1","2","3","6","挽留用户"
"15563","5","3","4","12","发展用户"
"15564","1","2","1","4","流失风险用户"
"15565","4","2","2","8","一般用户"
"15566","1","2","2","5","流失风险用户"
"15567","5","1","2","8","一般用户"
"15568","5","2","3","10","一般用户"
"15569","3","3","4","10","一般用户"
"15570","5","5","5","15","高价值用户"
"15571","5","4","4","13","高价值用户"
"15572","5","4","4","13","高价值用户"
"15573","4","3","3","10","发展用户"
"15574","2","3","3","8","挽留用户"
"15575","1","1","1","3","流失风险用户"
"15576","4","1","3","8","一般用户"
"15577","2","3","2","7","挽留用户"
"15578","2","1","1","4","流失风险用户"
"15579","3","3","3","9","一般用户"
"15580","1","3","3","7","挽留用户"
"15581","2","5","4","11","挽留用户"
"15582","5","2","3","10","一般用户"
"15583","1","1","1","3","流失风险用户"
"15584","5","3","3","11","发展用户"
"15585","2","1","2","5","流失风险用户"
"15586","1","2","3","6","挽留用户"
"15587","4","3","3","10","发展用户"
"15588","1","1","3","5","挽留用户"
"15589","1","2","2","5","流失风险用户"
"15590","1","3","3","7","挽留用户"
"15591","1","2","1","4","流失风险用户"
"15592","4","1","2","7","一般用户"
"15593","3","1","2","6","一般用户"
"15594","5","3","3","11","发展用户"
"15595","1","1","2","4","流失风险用户"
"15596","3","3","4","10","一般用户"
"15597","4","2","3","9","一般用户"
"15598","4","2","2","8","一般用户"
"15599","5","2","3","10","一般用户"
"15600","1","2","3","6","挽留用户"
"15601","5","5","5","15","高价值用户"
"15602","5","4","4","13","高价值用户"
"15603","3","1","1","5","一般用户"
"15604","4","1","2","7","一般用户"
"15605","4","3","3","10","发展用户"
"15606","3","4","4","11","一般用户"
"15607","1","3","3","7","挽留用户"
"15608","5","3","3","11","发展用户"
"15609","1","1","2","4","流失风险用户"
"15610","4","1","1","6","一般用户"
"15611","5","5","4","14","高价值用户"
"15612","4","2","2","8","一般用户"
"15613","1","1","2","4","流失风险用户"
"15614","1","2","4","7","挽留用户"
"15615","5","5","5","15","高价值用户"
"15616","1","1","2","4","流失风险用户"
"15617","1","2","3","6","挽留用户"
"15618","4","2","3","9","一般用户"
"15619","5","1","2","8","一般用户"
"15620","4","2","3","9","一般用户"
"15621","5","2","3","10","一般用户"
"15622","4","4","5","13","高价值用户"
"15623","2","3","3","8","挽留用户"
"15624","3","2","3","8","一般用户"
"15625","3","3","4","10","一般用户"
"15626","3","2","3","8","一般用户"
"15627","1","2","2","5","流失风险用户"
"15628","5","4","4","13","高价值用户"
"15629","1","2","4","7","挽留用户"
"15630","4","2","3","9","一般用户"
"15631","1","1","3","5","挽留用户"
"15632","5","3","4","12","发展用户"
"15633","1","4","4","9","挽留用户"
"15634","5","2","3","10","一般用户"
"15635","1","1","2","4","流失风险用户"
"15636","3","2","3","8","一般用户"
"15637","4","3","3","10","发展用户"
"15638","1","3","4","8","挽留用户"
"15639","2","2","3","7","挽留用户"
"15640","5","5","5","15","高价值用户"
"15641","3","4","4","11","一般用户"
"15642","1","1","2","4","流失风险用户"
"15643","1","2","3","6","挽留用户"
"15644","2","2","3","7","挽留用户"
"15645","5","2","3","10","一般用户"
"15646","2","3","3","8","挽留用户"
"15647","1","1","2","4","流失风险用户"
"15648","1","2","3","6","挽留用户"
"15649","1","2","4","7","挽留用户"
"15650","1","2","3","6","挽留用户"
"15651","4","3","3","10","发展用户"
"15652","3","3","3","9","一般用户"
"15653","3","2","3","8","一般用户"
"15654","5","2","3","10","一般用户"
"15655","1","1","3","5","挽留用户"
"15656","4","2","3","9","一般用户"
"15657","5","1","1","7","一般用户"
"15658","1","3","4","8","挽留用户"
"15659","4","2","2","8","一般用户"
"15660","5","4","4","13","高价值用户"
"15661","1","3","3","7","挽留用户"
"15662","1","2","2","5","流失风险用户"
"15663","3","1","2","6","一般用户"
"15664","4","2","3","9","一般用户"
"15665","2","3","4","9","挽留用户"
"15666","1","2","3","6","挽留用户"
"15667","4","1","2","7","一般用户"
"15668","1","1","1","3","流失风险用户"
"15669","4","2","3","9","一般用户"
"15670","1","2","2","5","流失风险用户"
"15671","5","3","4","12","发展用户"
"15672","1","1","1","3","流失风险用户"
"15673","3","3","5","11","一般用户"
"15674","3","4","5","12","一般用户"
"15675","3","2","2","7","一般用户"
"15676","5","2","4","11","一般用户"
"15677","4","2","3","9","一般用户"
"15678","4","2","3","9","一般用户"
"15679","5","2","3","10","一般用户"
"15680","5","4","4","13","高价值用户"
"15681","5","4","4","13","高价值用户"
"15682","1","2","2","5","流失风险用户"
"15683","3","2","3","8","一般用户"
"15684","1","2","2","5","流失风险用户"
"15685","1","1","1","3","流失风险用户"
"15686","1","1","1","3","流失风险用户"
"15687","5","3","4","12","发展用户"
"15688","1","1","2","4","流失风险用户"
"15689","3","2","3","8","一般用户"
"15690","5","2","2","9","一般用户"
"15691","1","2","3","6","挽留用户"
"15692","5","1","2","8","一般用户"
"15693","1","1","1","3","流失风险用户"
"15694","5","5","5","15","高价值用户"
"15695","1","2","3","6","挽留用户"
"15696","4","4","4","12","高价值用户"
"15697","1","1","2","4","流失风险用户"
"15698","1","1","1","3","流失风险用户"
"15699","5","1","2","8","一般用户"
"15700","2","2","3","7","挽留用户"
"15701","5","2","3","10","一般用户"
"15702","1","1","1","3","流失风险用户"
"15703","1","1","2","4","流失风险用户"
"15704","2","3","4","9","挽留用户"
"15705","1","1","2","4","流失风险用户"
"15706","3","2","3","8","一般用户"
"15707","4","2","3","9","一般用户"
"15708","4","3","4","11","发展用户"
"15709","1","2","2","5","流失风险用户"
"15710","1","1","3","5","挽留用户"
"15711","1","2","2","5","流失风险用户"
"15712","5","4","4","13","高价值用户"
"15713","2","2","3","7","挽留用户"
"15714","5","2","3","10","一般用户"
"15715","1","3","3","7","挽留用户"
"15716","2","4","4","10","挽留用户"
"15717","1","3","2","6","挽留用户"
"15718","1","1","2","4","流失风险用户"
"15719","4","5","5","14","高价值用户"
"15720","5","2","3","10","一般用户"
"15721","5","1","2","8","一般用户"
"15722","4","4","4","12","高价值用户"
"15723","1","2","3","6","挽留用户"
"15724","1","2","2","5","流失风险用户"
"15725","5","1","2","8","一般用户"
"15726","1","1","2","4","流失风险用户"
"15727","5","4","5","14","高价值用户"
"15728","1","2","2","5","流失风险用户"
"15729","1","2","2","5","流失风险用户"
"15730","3","3","3","9","一般用户"
"15731","1","1","2","4","流失风险用户"
"15732","1","3","3","7","挽留用户"
"15733","1","1","2","4","流失风险用户"
"15734","3","2","4","9","一般用户"
"15735","1","1","2","4","流失风险用户"
"15736","1","2","3","6","挽留用户"
"15737","5","3","3","11","发展用户"
"15738","5","5","5","15","高价值用户"
"15739","3","1","2","6","一般用户"
"15740","4","1","2","7","一般用户"
"15741","1","2","2","5","流失风险用户"
"15742","1","1","2","4","流失风险用户"
"15743","5","2","3","10","一般用户"
"15744","3","1","1","5","一般用户"
"15745","5","2","3","10","一般用户"
"15746","2","1","2","5","流失风险用户"
"15747","5","3","4","12","发展用户"
"15748","4","2","3","9","一般用户"
"15749","1","2","5","8","挽留用户"
"15750","5","4","5","14","高价值用户"
"15751","1","3","3","7","挽留用户"
"15752","4","3","4","11","发展用户"
"15753","1","1","1","3","流失风险用户"
"15754","4","3","4","11","发展用户"
"15755","5","4","5","14","高价值用户"
"15756","3","2","2","7","一般用户"
"15757","3","3","4","10","一般用户"
"15758","5","1","2","8","一般用户"
"15759","1","3","3","7","挽留用户"
"15761","1","1","2","4","流失风险用户"
"15762","3","2","3","8","一般用户"
"15763","4","2","3","9","一般用户"
"15764","3","3","4","10","一般用户"
"15765","1","1","2","4","流失风险用户"
"15766","3","2","3","8","一般用户"
"15768","3","5","5","13","一般用户"
"15769","5","5","5","15","高价值用户"
"15770","1","1","2","4","流失风险用户"
"15771","1","2","3","6","挽留用户"
"15772","1","1","2","4","流失风险用户"
"15773","5","2","3","10","一般用户"
"15774","3","3","3","9","一般用户"
"15775","1","2","2","5","流失风险用户"
"15776","2","1","2","5","流失风险用户"
"15777","1","3","3","7","挽留用户"
"15778","1","1","2","4","流失风险用户"
"15779","1","2","1","4","流失风险用户"
"15780","1","2","2","5","流失风险用户"
"15781","5","2","2","9","一般用户"
"15782","5","2","4","11","一般用户"
"15783","5","1","2","8","一般用户"
"15784","1","2","3","6","挽留用户"
"15785","4","4","5","13","高价值用户"
"15786","4","3","5","12","发展用户"
"15787","5","2","3","10","一般用户"
"15788","1","1","2","4","流失风险用户"
"15789","1","3","3","7","挽留用户"
"15790","5","1","2","8","一般用户"
"15791","4","3","4","11","发展用户"
"15792","1","2","3","6","挽留用户"
"15793","5","3","3","11","发展用户"
"15794","1","2","3","6","挽留用户"
"15795","2","3","3","8","挽留用户"
"15796","5","4","4","13","高价值用户"
"15797","3","3","4","10","一般用户"
"15798","1","2","3","6","挽留用户"
"15799","3","2","3","8","一般用户"
"15800","3","3","3","9","一般用户"
"15801","4","2","3","9","一般用户"
"15803","4","2","3","9","一般用户"
"15804","5","4","4","13","高价值用户"
"15805","5","5","5","15","高价值用户"
"15806","4","2","3","9","一般用户"
"15807","4","3","3","10","发展用户"
"15808","1","5","5","11","挽留用户"
"15809","4","3","3","10","发展用户"
"15810","3","3","4","10","一般用户"
"15811","5","3","4","12","发展用户"
"15812","3","4","4","11","一般用户"
"15813","1","2","3","6","挽留用户"
"15814","5","3","4","12","发展用户"
"15815","3","3","3","9","一般用户"
"15816","1","2","2","5","流失风险用户"
"15817","1","2","4","7","挽留用户"
"15818","1","1","2","4","流失风险用户"
"15819","4","4","4","12","高价值用户"
"15820","1","1","2","4","流失风险用户"
"15821","4","2","3","9","一般用户"
"15822","5","3","3","11","发展用户"
"15823","1","2","4","7","挽留用户"
"15824","1","2","3","6","挽留用户"
"15825","2","1","2","5","流失风险用户"
"15826","4","2","4","10","一般用户"
"15827","3","5","4","12","一般用户"
"15828","1","1","3","5","挽留用户"
"15829","3","2","2","7","一般用户"
"15830","4","1","3","8","一般用户"
"15831","4","2","3","9","一般用户"
"15832","1","1","3","5","挽留用户"
"15833","1","1","1","3","流失风险用户"
"15834","3","3","4","10","一般用户"
"15835","4","2","3","9","一般用户"
"15836","4","1","2","7","一般用户"
"15837","3","2","3","8","一般用户"
"15838","5","5","5","15","高价值用户"
"15839","4","2","3","9","一般用户"
"15840","4","2","2","8","一般用户"
"15841","3","3","4","10","一般用户"
"15842","1","2","3","6","挽留用户"
"15843","1","1","1","3","流失风险用户"
"15844","4","1","2","7","一般用户"
"15845","5","4","4","13","高价值用户"
"15846","1","1","2","4","流失风险用户"
"15847","4","3","3","10","发展用户"
"15848","1","1","2","4","流失风险用户"
"15850","5","3","3","11","发展用户"
"15851","1","1","1","3","流失风险用户"
"15852","1","2","2","5","流失风险用户"
"15853","4","1","2","7","一般用户"
"15854","5","5","4","14","高价值用户"
"15855","2","3","3","8","挽留用户"
"15856","5","5","5","15","高价值用户"
"15857","5","2","3","10","一般用户"
"15858","5","4","4","13","高价值用户"
"15859","1","1","2","4","流失风险用户"
"15860","4","4","4","12","高价值用户"
"15861","5","4","4","13","高价值用户"
"15862","5","4","4","13","高价值用户"
"15863","5","3","2","10","发展用户"
"15864","5","3","4","12","发展用户"
"15865","4","3","4","11","发展用户"
"15866","3","1","2","6","一般用户"
"15867","5","5","5","15","高价值用户"
"15868","1","1","1","3","流失风险用户"
"15869","1","2","2","5","流失风险用户"
"15870","4","2","3","9","一般用户"
"15871","1","1","1","3","流失风险用户"
"15872","5","2","3","10","一般用户"
"15873","1","2","2","5","流失风险用户"
"15874","3","5","5","13","一般用户"
"15875","1","1","1","3","流失风险用户"
"15876","1","2","3","6","挽留用户"
"15877","5","2","2","9","一般用户"
"15878","1","2","2","5","流失风险用户"
"15879","1","2","3","6","挽留用户"
"15880","1","1","3","5","挽留用户"
"15881","1","3","2","6","挽留用户"
"15882","1","3","3","7","挽留用户"
"15883","5","2","2","9","一般用户"
"15884","1","2","1","4","流失风险用户"
"15885","3","4","3","10","一般用户"
"15886","3","2","3","8","一般用户"
"15887","1","2","2","5","流失风险用户"
"15888","3","2","2","7","一般用户"
"15889","2","3","3","8","挽留用户"
"15890","1","3","3","7","挽留用户"
"15891","1","1","2","4","流失风险用户"
"15892","1","1","2","4","流失风险用户"
"15893","1","1","2","4","流失风险用户"
"15894","1","2","2","5","流失风险用户"
"15895","2","1","1","4","流失风险用户"
"15897","1","2","2","5","流失风险用户"
"15898","5","5","4","14","高价值用户"
"15899","1","1","1","3","流失风险用户"
"15900","5","2","3","10","一般用户"
"15901","5","3","3","11","发展用户"
"15902","1","1","2","4","流失风险用户"
"15903","5","4","5","14","高价值用户"
"15904","5","1","2","8","一般用户"
"15905","1","1","1","3","流失风险用户"
"15906","5","4","4","13","高价值用户"
"15907","5","2","3","10","一般用户"
"15908","1","2","3","6","挽留用户"
"15909","2","1","2","5","流失风险用户"
"15910","5","4","4","13","高价值用户"
"15911","1","3","3","7","挽留用户"
"15912","2","3","3","8","挽留用户"
"15913","1","1","1","3","流失风险用户"
"15914","1","2","2","5","流失风险用户"
"15915","1","1","2","4","流失风险用户"
"15916","5","4","4","13","高价值用户"
"15917","1","3","2","6","挽留用户"
"15918","1","2","3","6","挽留用户"
"15919","5","2","3","10","一般用户"
"15920","2","3","2","7","挽留用户"
"15921","2","2","3","7","挽留用户"
"15922","1","1","3","5","挽留用户"
"15923","1","1","2","4","流失风险用户"
"15924","1","1","1","3","流失风险用户"
"15925","1","1","2","4","流失风险用户"
"15926","1","1","2","4","流失风险用户"
"15927","1","1","2","4","流失风险用户"
"15928","1","1","2","4","流失风险用户"
"15930","3","1","2","6","一般用户"
"15931","1","1","2","4","流失风险用户"
"15932","5","3","4","12","发展用户"
"15933","5","2","3","10","一般用户"
"15934","1","2","4","7","挽留用户"
"15935","1","1","2","4","流失风险用户"
"15936","1","2","2","5","流失风险用户"
"15937","3","1","2","6","一般用户"
"15938","3","3","3","9","一般用户"
"15939","3","4","5","12","一般用户"
"15940","1","1","1","3","流失风险用户"
"15941","1","1","1","3","流失风险用户"
"15942","2","1","2","5","流失风险用户"
"15943","1","2","2","5","流失风险用户"
"15944","1","2","4","7","挽留用户"
"15945","1","2","3","6","挽留用户"
"15946","1","2","4","7","挽留用户"
"15947","3","1","3","7","一般用户"
"15948","5","2","3","10","一般用户"
"15949","5","2","2","9","一般用户"
"15950","4","4","5","13","高价值用户"
"15951","5","2","3","10","一般用户"
"15952","4","2","3","9","一般用户"
"15953","5","4","4","13","高价值用户"
"15954","1","1","2","4","流失风险用户"
"15955","5","5","5","15","高价值用户"
"15956","1","1","2","4","流失风险用户"
"15957","4","2","3","9","一般用户"
"15958","3","2","2","7","一般用户"
"15959","1","2","3","6","挽留用户"
"15960","1","2","2","5","流失风险用户"
"15961","1","1","2","4","流失风险用户"
"15962","1","1","2","4","流失风险用户"
"15963","5","2","2","9","一般用户"
"15964","1","1","2","4","流失风险用户"
"15965","5","4","4","13","高价值用户"
"15966","1","1","2","4","流失风险用户"
"15967","5","4","4","13","高价值用户"
"15968","1","1","2","4","流失风险用户"
"15969","5","3","3","11","发展用户"
"15970","1","2","3","6","挽留用户"
"15971","4","4","4","12","高价值用户"
"15972","1","3","3","7","挽留用户"
"15973","1","2","3","6","挽留用户"
"15974","4","3","4","11","发展用户"
"15975","3","1","2","6","一般用户"
"15976","2","3","3","8","挽留用户"
"15977","5","2","3","10","一般用户"
"15978","3","2","4","9","一般用户"
"15979","1","1","2","4","流失风险用户"
"15980","3","3","5","11","一般用户"
"15981","5","5","5","15","高价值用户"
"15982","1","1","2","4","流失风险用户"
"15983","5","3","4","12","发展用户"
"15984","5","5","5","15","高价值用户"
"15985","2","3","4","9","挽留用户"
"15986","4","2","2","8","一般用户"
"15987","5","3","3","11","发展用户"
"15988","5","2","3","10","一般用户"
"15989","1","2","2","5","流失风险用户"
"15990","4","3","3","10","发展用户"
"15991","1","1","2","4","流失风险用户"
"15992","5","2","3","10","一般用户"
"15993","5","3","4","12","发展用户"
"15994","4","2","3","9","一般用户"
"15995","1","1","3","5","挽留用户"
"15996","3","3","3","9","一般用户"
"15998","4","4","5","13","高价值用户"
"15999","1","1","1","3","流失风险用户"
"16000","5","2","5","12","一般用户"
"16001","1","1","2","4","流失风险用户"
"16002","1","1","2","4","流失风险用户"
"16003","5","4","5","14","高价值用户"
"16004","1","3","3","7","挽留用户"
"16005","5","4","4","13","高价值用户"
"16006","1","2","2","5","流失风险用户"
"16007","4","3","4","11","发展用户"
"16008","5","4","4","13","高价值用户"
"16009","5","2","3","10","一般用户"
"16010","1","4","3","8","挽留用户"
"16011","5","5","5","15","高价值用户"
"16012","4","3","4","11","发展用户"
"16013","5","5","5","15","高价值用户"
"16014","4","3","3","10","发展用户"
"16015","5","2","3","10","一般用户"
"16016","5","4","4","13","高价值用户"
"16017","4","3","3","10","发展用户"
"16018","4","2","3","9","一般用户"
"16019","4","5","5","14","高价值用户"
"16020","5","2","3","10","一般用户"
"16021","1","2","2","5","流失风险用户"
"16022","1","1","3","5","挽留用户"
"16023","4","2","3","9","一般用户"
"16024","5","2","2","9","一般用户"
"16025","5","1","2","8","一般用户"
"16026","4","1","2","7","一般用户"
"16027","3","4","3","10","一般用户"
"16028","1","1","1","3","流失风险用户"
"16029","4","5","5","14","高价值用户"
"16030","1","1","2","4","流失风险用户"
"16031","3","2","2","7","一般用户"
"16032","1","3","3","7","挽留用户"
"16033","5","5","5","15","高价值用户"
"16034","1","3","3","7","挽留用户"
"16035","1","1","2","4","流失风险用户"
"16036","3","2","3","8","一般用户"
"16037","1","3","3","7","挽留用户"
"16038","5","2","2","9","一般用户"
"16039","1","2","2","5","流失风险用户"
"16040","3","3","4","10","一般用户"
"16041","4","2","4","10","一般用户"
"16042","5","3","4","12","发展用户"
"16043","4","3","3","10","发展用户"
"16044","1","1","2","4","流失风险用户"
"16045","3","3","4","10","一般用户"
"16046","1","1","2","4","流失风险用户"
"16048","1","2","3","6","挽留用户"
"16049","4","3","3","10","发展用户"
"16050","2","2","2","6","流失风险用户"
"16051","1","1","1","3","流失风险用户"
"16052","4","1","2","7","一般用户"
"16053","4","3","4","11","发展用户"
"16054","2","2","3","7","挽留用户"
"16055","1","1","2","4","流失风险用户"
"16056","4","1","3","8","一般用户"
"16057","5","4","4","13","高价值用户"
"16058","1","1","1","3","流失风险用户"
"16059","3","4","4","11","一般用户"
"16060","1","2","2","5","流失风险用户"
"16061","1","1","1","3","流失风险用户"
"16062","5","3","4","12","发展用户"
"16063","1","1","2","4","流失风险用户"
"16064","1","1","2","4","流失风险用户"
"16065","1","3","4","8","挽留用户"
"16066","5","3","3","11","发展用户"
"16067","1","2","3","6","挽留用户"
"16068","1","1","2","4","流失风险用户"
"16069","1","1","2","4","流失风险用户"
"16070","5","2","3","10","一般用户"
"16071","4","2","3","9","一般用户"
"16072","1","2","4","7","挽留用户"
"16073","1","1","2","4","流失风险用户"
"16074","1","1","2","4","流失风险用户"
"16075","1","2","3","6","挽留用户"
"16076","5","4","4","13","高价值用户"
"16077","1","1","4","6","挽留用户"
"16078","1","2","2","5","流失风险用户"
"16079","5","2","3","10","一般用户"
"16080","3","2","3","8","一般用户"
"16081","4","3","4","11","发展用户"
"16082","1","1","1","3","流失风险用户"
"16083","3","2","4","9","一般用户"
"16084","1","1","2","4","流失风险用户"
"16085","5","4","3","12","发展用户"
"16086","4","4","4","12","高价值用户"
"16087","1","3","3","7","挽留用户"
"16088","1","2","3","6","挽留用户"
"16089","1","2","2","5","流失风险用户"
"16090","1","1","2","4","流失风险用户"
"16091","2","2","2","6","流失风险用户"
"16092","3","3","3","9","一般用户"
"16093","3","1","1","5","一般用户"
"16094","5","4","4","13","高价值用户"
"16095","1","1","2","4","流失风险用户"
"16096","1","2","3","6","挽留用户"
"16097","1","1","2","4","流失风险用户"
"16098","3","4","4","11","一般用户"
"16099","4","3","3","10","发展用户"
"16100","1","1","3","5","挽留用户"
"16101","3","2","4","9","一般用户"
"16102","4","2","3","9","一般用户"
"16103","5","5","4","14","高价值用户"
"16104","3","3","4","10","一般用户"
"16105","1","3","3","7","挽留用户"
"16106","3","1","1","5","一般用户"
"16107","5","3","4","12","发展用户"
"16108","3","2","4","9","一般用户"
"16109","1","2","3","6","挽留用户"
"16110","4","2","3","9","一般用户"
"16111","1","1","3","5","挽留用户"
"16112","2","2","2","6","流失风险用户"
"16113","1","1","2","4","流失风险用户"
"16114","2","1","2","5","流失风险用户"
"16115","5","4","4","13","高价值用户"
"16116","1","1","3","5","挽留用户"
"16117","1","2","3","6","挽留用户"
"16118","1","1","4","6","挽留用户"
"16119","5","3","3","11","发展用户"
"16120","4","3","4","11","发展用户"
"16121","4","3","3","10","发展用户"
"16122","3","3","3","9","一般用户"
"16123","4","1","2","7","一般用户"
"16124","1","2","3","6","挽留用户"
"16125","1","4","4","9","挽留用户"
"16126","5","4","5","14","高价值用户"
"16127","4","2","3","9","一般用户"
"16128","5","4","4","13","高价值用户"
"16129","1","2","3","6","挽留用户"
"16130","1","2","3","6","挽留用户"
"16131","4","4","5","13","高价值用户"
"16132","1","2","2","5","流失风险用户"
"16133","5","5","5","15","高价值用户"
"16134","5","3","4","12","发展用户"
"16135","1","2","3","6","挽留用户"
"16136","4","2","3","9","一般用户"
"16137","1","1","2","4","流失风险用户"
"16138","1","2","3","6","挽留用户"
"16139","5","3","3","11","发展用户"
"16140","3","2","3","8","一般用户"
"16141","3","2","3","8","一般用户"
"16142","1","1","3","5","挽留用户"
"16143","5","4","4","13","高价值用户"
"16144","1","1","2","4","流失风险用户"
"16145","5","4","5","14","高价值用户"
"16146","2","2","3","7","挽留用户"
"16147","2","3","4","9","挽留用户"
"16148","1","2","2","5","流失风险用户"
